Name,FullName,URL,Description,Size(KB),IsFork,Created,Updated,Language,Forks,Topics,BranchesURL,CollaboratorsURL,Mined,Selected
yolov8_ros,mgonzs13/yolov8_ros,https://github.com/mgonzs13/yolov8_ros,"Ultralytics YOLOv8, YOLOv9, YOLOv10 for ROS 2",2369,False,2023-02-21T16:42:18Z,2024-07-05T02:12:48Z,Python,67,"['3d-human-pose-estimation', '3d-object-detection', 'human-pose-estimation', 'instance-segmentation', 'object-detection', 'object-tracking', 'ros2', 'ultralytics', 'yolov10', 'yolov8', 'yolov9']",https://api.github.com/repos/mgonzs13/yolov8_ros/branches{/branch},https://api.github.com/repos/mgonzs13/yolov8_ros/collaborators{/collaborator},yes,yes
ros2-turtlebot3-gazebo-docker,brean/ros2-turtlebot3-gazebo-docker,https://github.com/brean/ros2-turtlebot3-gazebo-docker,ROS 2 docker image using the Gazebo simulation,1464,False,2022-11-20T20:26:17Z,2024-02-12T16:59:17Z,Shell,5,"['foxy', 'gazebo', 'humble', 'robotics', 'robotics-simulation', 'ros', 'ros-foxy', 'ros-humble', 'ros2']",https://api.github.com/repos/brean/ros2-turtlebot3-gazebo-docker/branches{/branch},https://api.github.com/repos/brean/ros2-turtlebot3-gazebo-docker/collaborators{/collaborator},yes,no
dynamixel_hardware_examples,dynamixel-community/dynamixel_hardware_examples,https://github.com/dynamixel-community/dynamixel_hardware_examples,ros2_control robot examples with dynamixel_hardware,1242,False,2022-10-30T12:35:58Z,2024-06-08T09:19:44Z,Python,4,"['gazebo', 'gazebo-ros', 'robot', 'robotis', 'ros2', 'ros2-control', 'ros2-foxy', 'ros2-humble', 'ros2-rolling']",https://api.github.com/repos/dynamixel-community/dynamixel_hardware_examples/branches{/branch},https://api.github.com/repos/dynamixel-community/dynamixel_hardware_examples/collaborators{/collaborator},yes,yes
YOLOv7_ROS2,Marnonel6/YOLOv7_ROS2,https://github.com/Marnonel6/YOLOv7_ROS2,ROS2 repository for YOLOv7,121532,False,2023-02-15T00:26:28Z,2024-05-27T06:22:29Z,Python,2,"['computer-vision', 'object-detection', 'ros2', 'ros2-humble', 'yolov7']",https://api.github.com/repos/Marnonel6/YOLOv7_ROS2/branches{/branch},https://api.github.com/repos/Marnonel6/YOLOv7_ROS2/collaborators{/collaborator},yes,yes
free_fleet_ros2,open-rmf/free_fleet_ros2,https://github.com/open-rmf/free_fleet_ros2,ROS 2 packages for Free Fleet,24135,False,2020-09-09T10:09:04Z,2023-02-16T11:19:57Z,C++,4,[],https://api.github.com/repos/open-rmf/free_fleet_ros2/branches{/branch},https://api.github.com/repos/open-rmf/free_fleet_ros2/collaborators{/collaborator},yes,no
ros2_kart_racing,gstavrinos/ros2_kart_racing,https://github.com/gstavrinos/ros2_kart_racing,ROS2 packages for simulated kart racing,18921,False,2022-10-03T14:51:45Z,2023-03-17T18:04:18Z,Python,4,[],https://api.github.com/repos/gstavrinos/ros2_kart_racing/branches{/branch},https://api.github.com/repos/gstavrinos/ros2_kart_racing/collaborators{/collaborator},yes,yes
navigation,tiiuae/navigation,https://github.com/tiiuae/navigation,ROS2 package for collision-free 3D navigation and path-planning using an octomap environment representation,161,False,2021-05-28T07:58:46Z,2024-06-09T14:41:31Z,C++,7,[],https://api.github.com/repos/tiiuae/navigation/branches{/branch},https://api.github.com/repos/tiiuae/navigation/collaborators{/collaborator},yes,yes
imu-ros2,analogdevicesinc/imu-ros2,https://github.com/analogdevicesinc/imu-ros2,A C++ ROS2 node that read sensor data from ADI IMU and publishes message to topic.,1452,False,2023-01-11T11:05:30Z,2024-07-02T12:57:41Z,C++,2,[],https://api.github.com/repos/analogdevicesinc/imu-ros2/branches{/branch},https://api.github.com/repos/analogdevicesinc/imu-ros2/collaborators{/collaborator},yes,yes
ros2_bridge_custom_interfaces,lFatality/ros2_bridge_custom_interfaces,https://github.com/lFatality/ros2_bridge_custom_interfaces,Example how to bridge custom interfaces between ROS 1 & 2,843,False,2020-12-01T01:24:20Z,2024-06-17T08:47:17Z,CMake,3,[],https://api.github.com/repos/lFatality/ros2_bridge_custom_interfaces/branches{/branch},https://api.github.com/repos/lFatality/ros2_bridge_custom_interfaces/collaborators{/collaborator},yes,no
rviz_polygon_selection_tool,swri-robotics/rviz_polygon_selection_tool,https://github.com/swri-robotics/rviz_polygon_selection_tool,Rviz tool plugin for creating polygon selections,4597,False,2022-06-02T21:58:10Z,2024-06-06T16:05:34Z,C++,5,"['plugin', 'ros2', 'rviz2']",https://api.github.com/repos/swri-robotics/rviz_polygon_selection_tool/branches{/branch},https://api.github.com/repos/swri-robotics/rviz_polygon_selection_tool/collaborators{/collaborator},yes,no
ROS2_Tutorial,FilipHesse/ROS2_Tutorial,https://github.com/FilipHesse/ROS2_Tutorial,This Repo contains source code for the ROS2 tutorial given by EMARO-Students at the University of Genoa in July 2020.,5977,False,2020-07-20T08:23:55Z,2023-06-28T01:10:34Z,C++,4,[],https://api.github.com/repos/FilipHesse/ROS2_Tutorial/branches{/branch},https://api.github.com/repos/FilipHesse/ROS2_Tutorial/collaborators{/collaborator},yes,no
rq_fts_ros2_driver,panagelak/rq_fts_ros2_driver,https://github.com/panagelak/rq_fts_ros2_driver,ros2 driver for the robotiq force torque sensor,1550,False,2024-02-07T13:06:51Z,2024-06-06T14:48:03Z,C++,4,[],https://api.github.com/repos/panagelak/rq_fts_ros2_driver/branches{/branch},https://api.github.com/repos/panagelak/rq_fts_ros2_driver/collaborators{/collaborator},yes,yes
velodyne-ros2-docker,2b-t/velodyne-ros2-docker,https://github.com/2b-t/velodyne-ros2-docker,Dockerfile for Velodyne VLP-16 and VLP-32 in ROS 2 ,412,False,2023-03-18T21:47:37Z,2024-06-20T19:25:34Z,TeX,2,"['3d-lidar', 'docker', 'docker-compose', 'dockerfile', 'dockerfile-examples', 'lidar', 'robot-operating-system', 'ros2', 'ros2-humble', 'velodyne', 'velodyne-vlp', 'vlp-16', 'vlp-32']",https://api.github.com/repos/2b-t/velodyne-ros2-docker/branches{/branch},https://api.github.com/repos/2b-t/velodyne-ros2-docker/collaborators{/collaborator},yes,no
FlexMap_Fusion,TUMFTM/FlexMap_Fusion,https://github.com/TUMFTM/FlexMap_Fusion,ROS 2 Autoware Tool for Map Georeferencing and OSM Fusion,1451,False,2023-10-06T12:10:47Z,2024-06-28T03:37:34Z,C++,10,"['autoware', 'georeferencing', 'lanelet2', 'mapping', 'point-cloud', 'ros2']",https://api.github.com/repos/TUMFTM/FlexMap_Fusion/branches{/branch},https://api.github.com/repos/TUMFTM/FlexMap_Fusion/collaborators{/collaborator},yes,yes
DDS-Router,eProsima/DDS-Router,https://github.com/eProsima/DDS-Router,"The DDS Router is an application developed by eProsima that allows, using Fast DDS, to communicate by DDS protocol different networks. Looking for commercial support? Contact info@eprosima.com",12953,False,2021-08-30T06:34:40Z,2024-06-07T09:54:41Z,C++,19,"['dds', 'fastdds', 'middleware', 'omg', 'ros2', 'router', 'rtps']",https://api.github.com/repos/eProsima/DDS-Router/branches{/branch},https://api.github.com/repos/eProsima/DDS-Router/collaborators{/collaborator},yes,no
ros_fun,AdoHaha/ros_fun,https://github.com/AdoHaha/ros_fun,Repo for a workshops and presentations about ROS2 and Python,9900,False,2020-11-08T20:46:03Z,2024-06-08T15:31:55Z,Jupyter Notebook,6,[],https://api.github.com/repos/AdoHaha/ros_fun/branches{/branch},https://api.github.com/repos/AdoHaha/ros_fun/collaborators{/collaborator},yes,no
Plankton,Liquid-ai/Plankton,https://github.com/Liquid-ai/Plankton,Open source simulator for maritime robotics researchers,79642,False,2020-04-05T20:13:09Z,2024-06-22T16:23:04Z,Python,40,"['liquid', 'liquid-ai', 'maritime', 'plankton', 'robotics', 'ros', 'ros2', 'simulation', 'simulator', 'user-needs']",https://api.github.com/repos/Liquid-ai/Plankton/branches{/branch},https://api.github.com/repos/Liquid-ai/Plankton/collaborators{/collaborator},yes,yes
ros2_yolov7,amansrf/ros2_yolov7,https://github.com/amansrf/ros2_yolov7,Implementation of the Trainable Bag of Freebies YOLOv7 Repository. Basically a ROS2 wrapper around detect.py!,67748,False,2022-11-06T22:56:05Z,2023-08-22T09:53:46Z,Python,3,[],https://api.github.com/repos/amansrf/ros2_yolov7/branches{/branch},https://api.github.com/repos/amansrf/ros2_yolov7/collaborators{/collaborator},yes,no
Geomagic_Touch_ROS2,stevens-armlab/Geomagic_Touch_ROS2,https://github.com/stevens-armlab/Geomagic_Touch_ROS2,ROS2 Port of the ROS Driver for the Geomagic Touch Haptic Interface ,1599,False,2022-07-12T16:58:37Z,2024-06-05T12:38:38Z,,3,[],https://api.github.com/repos/stevens-armlab/Geomagic_Touch_ROS2/branches{/branch},https://api.github.com/repos/stevens-armlab/Geomagic_Touch_ROS2/collaborators{/collaborator},yes,yes
ROS2-E2E-Evaluation,azu-lab/ROS2-E2E-Evaluation,https://github.com/azu-lab/ROS2-E2E-Evaluation,,2650,False,2021-04-08T07:17:08Z,2023-12-18T16:07:03Z,C++,4,[],https://api.github.com/repos/azu-lab/ROS2-E2E-Evaluation/branches{/branch},https://api.github.com/repos/azu-lab/ROS2-E2E-Evaluation/collaborators{/collaborator},yes,no
nerian_stereo_ros2,RaminYT/nerian_stereo_ros2,https://github.com/RaminYT/nerian_stereo_ros2,"ROS 2 driver node for Nerian Scarlet, SceneScan and Ruby stereo vision sensors by Allied Vision Technologies GmbH",5684,False,2021-03-31T12:04:48Z,2024-01-10T20:41:16Z,C++,8,[],https://api.github.com/repos/RaminYT/nerian_stereo_ros2/branches{/branch},https://api.github.com/repos/RaminYT/nerian_stereo_ros2/collaborators{/collaborator},yes,yes
kitti360_ros_player,dcmlr/kitti360_ros_player,https://github.com/dcmlr/kitti360_ros_player,ROS package to publish the KITTI-360 dataset. ,2982,False,2022-07-18T17:04:15Z,2024-06-27T05:47:16Z,Python,7,"['kitti-360', 'kitti-dataset', 'robotics', 'ros', 'ros2']",https://api.github.com/repos/dcmlr/kitti360_ros_player/branches{/branch},https://api.github.com/repos/dcmlr/kitti360_ros_player/collaborators{/collaborator},yes,yes
ros-world-2021-demo,christophebedard/ros-world-2021-demo,https://github.com/christophebedard/ros-world-2021-demo,Demo for ROS World 2021 talk: Tracing ROS 2 with ros2_tracing,187,False,2021-10-09T15:31:02Z,2024-02-05T09:36:18Z,Jupyter Notebook,5,"['demo', 'ros', 'ros2', 'ros2-tracing', 'talk', 'tracing']",https://api.github.com/repos/christophebedard/ros-world-2021-demo/branches{/branch},https://api.github.com/repos/christophebedard/ros-world-2021-demo/collaborators{/collaborator},yes,yes
ExportURDF,daviddorf2023/ExportURDF,https://github.com/daviddorf2023/ExportURDF,Scripts to convert CAD to URDF files.,2657,False,2024-04-07T17:13:50Z,2024-06-24T15:23:18Z,Python,8,"['fusion360', 'onshape', 'ros', 'ros2', 'solidworks', 'urdf']",https://api.github.com/repos/daviddorf2023/ExportURDF/branches{/branch},https://api.github.com/repos/daviddorf2023/ExportURDF/collaborators{/collaborator},yes,no
ros-realtime-rpi4-image,ros-realtime/ros-realtime-rpi4-image,https://github.com/ros-realtime/ros-realtime-rpi4-image,An image for the Raspberry Pi 4 with ROS 2 and Linux RT preinstalled,467,False,2021-10-19T20:17:58Z,2024-07-02T02:51:29Z,Jupyter Notebook,37,"['linux', 'preempt-rt', 'raspberry-pi', 'real-time', 'realtime', 'ros', 'ros2', 'rpi', 'rpi4b', 'ubuntu']",https://api.github.com/repos/ros-realtime/ros-realtime-rpi4-image/branches{/branch},https://api.github.com/repos/ros-realtime/ros-realtime-rpi4-image/collaborators{/collaborator},yes,no
ros2_fabric,upowerrobotics/ros2_fabric,https://github.com/upowerrobotics/ros2_fabric,A framework for communications-based evaltion of ROS2 architectures,694,False,2023-06-14T16:33:22Z,2023-10-27T20:44:18Z,Python,4,[],https://api.github.com/repos/upowerrobotics/ros2_fabric/branches{/branch},https://api.github.com/repos/upowerrobotics/ros2_fabric/collaborators{/collaborator},yes,yes
message_tf_frame_transformer,ika-rwth-aachen/message_tf_frame_transformer,https://github.com/ika-rwth-aachen/message_tf_frame_transformer,ROS Node to transform messages of arbitrary type to a different frame using tf2::doTransform,177,False,2023-03-23T12:45:09Z,2024-06-19T23:52:37Z,C++,3,"['ros', 'ros2']",https://api.github.com/repos/ika-rwth-aachen/message_tf_frame_transformer/branches{/branch},https://api.github.com/repos/ika-rwth-aachen/message_tf_frame_transformer/collaborators{/collaborator},yes,yes
etsi_its_messages,ika-rwth-aachen/etsi_its_messages,https://github.com/ika-rwth-aachen/etsi_its_messages,ROS / ROS 2 Support for ETSI ITS Messages for V2X Communication,13015,False,2023-09-28T14:54:26Z,2024-06-21T07:48:35Z,C,5,"['etsi', 'ros', 'ros2', 'v2x']",https://api.github.com/repos/ika-rwth-aachen/etsi_its_messages/branches{/branch},https://api.github.com/repos/ika-rwth-aachen/etsi_its_messages/collaborators{/collaborator},yes,yes
ros2webots,MJavadZallaghi/ros2webots,https://github.com/MJavadZallaghi/ros2webots,"Simulation on Webots, Development with ROS2!",50333,False,2023-12-25T06:37:56Z,2024-05-02T05:27:02Z,C++,2,[],https://api.github.com/repos/MJavadZallaghi/ros2webots/branches{/branch},https://api.github.com/repos/MJavadZallaghi/ros2webots/collaborators{/collaborator},yes,yes
dolly-foxy,bekirbostanci/dolly-foxy,https://github.com/bekirbostanci/dolly-foxy,ros2 differential drive robot,35011,False,2021-01-12T17:58:32Z,2024-07-01T08:20:28Z,Python,2,"['differential-drive-robot', 'ros2-foxy']",https://api.github.com/repos/bekirbostanci/dolly-foxy/branches{/branch},https://api.github.com/repos/bekirbostanci/dolly-foxy/collaborators{/collaborator},yes,yes
ros2-essentials,j3soon/ros2-essentials,https://github.com/j3soon/ros2-essentials,A repo containing essential ROS2 (Humble) features for controlling Autonomous Mobile Robots (AMRs).,18914,False,2023-08-04T08:21:23Z,2024-07-05T06:32:44Z,C++,3,"['docker', 'docker-compose', 'nav2', 'nvidia-docker', 'robotics', 'ros', 'ros2', 'ros2-humble', 'slam']",https://api.github.com/repos/j3soon/ros2-essentials/branches{/branch},https://api.github.com/repos/j3soon/ros2-essentials/collaborators{/collaborator},yes,no
ros2-container,entelecheia/ros2-container,https://github.com/entelecheia/ros2-container,ROS2 Container for development and deployment,207,False,2024-04-04T05:26:48Z,2024-06-20T22:40:02Z,Shell,6,"['containers', 'docker', 'doosan-robotics', 'ros', 'ros2', 'ros2-foxy']",https://api.github.com/repos/entelecheia/ros2-container/branches{/branch},https://api.github.com/repos/entelecheia/ros2-container/collaborators{/collaborator},yes,no
ros_pointcloud2,stelzo/ros_pointcloud2,https://github.com/stelzo/ros_pointcloud2,A PointCloud2 message conversion library for ROS1 and ROS2.,225,False,2023-04-25T16:29:27Z,2024-06-24T16:07:16Z,Rust,3,"['pointcloud', 'pointcloud2', 'ros', 'ros1', 'ros2', 'rosrust', 'rust']",https://api.github.com/repos/stelzo/ros_pointcloud2/branches{/branch},https://api.github.com/repos/stelzo/ros_pointcloud2/collaborators{/collaborator},yes,no
roscon_gz_ros2,chapulina/roscon_gz_ros2,https://github.com/chapulina/roscon_gz_ros2,🤖🎥⛰️ Presentation @ ROSCon 2019,75330,False,2019-09-14T20:55:53Z,2020-07-18T23:17:55Z,Python,3,"['gazebo', 'presentation', 'robotics', 'ros', 'ros2', 'simslides', 'simulation', 'slides']",https://api.github.com/repos/chapulina/roscon_gz_ros2/branches{/branch},https://api.github.com/repos/chapulina/roscon_gz_ros2/collaborators{/collaborator},yes,yes
cloisim_ros,lge-ros2/cloisim_ros,https://github.com/lge-ros2/cloisim_ros,ROS2 simulation device packages to connect unity based multi-robot simulator CLOisim.,1088,False,2020-04-20T08:53:01Z,2024-07-01T08:40:32Z,C++,5,"['bridge', 'cloisim', 'cloisim-ros', 'device', 'docker', 'foxy', 'multi-robot-simulator', 'robot', 'robotics', 'robotics-simulation', 'ros', 'ros2', 'sensor', 'simulation']",https://api.github.com/repos/lge-ros2/cloisim_ros/branches{/branch},https://api.github.com/repos/lge-ros2/cloisim_ros/collaborators{/collaborator},yes,yes
Simulink_PX4_with_ROS2_Tutorial,LiuWhale/Simulink_PX4_with_ROS2_Tutorial,https://github.com/LiuWhale/Simulink_PX4_with_ROS2_Tutorial,Simulink PX4 with ROS2 Tutorial Project,495,False,2022-05-06T07:14:55Z,2024-05-28T06:25:45Z,MATLAB,2,[],https://api.github.com/repos/LiuWhale/Simulink_PX4_with_ROS2_Tutorial/branches{/branch},https://api.github.com/repos/LiuWhale/Simulink_PX4_with_ROS2_Tutorial/collaborators{/collaborator},yes,no
ur3_simulink_ros2_ibvs_mpc,zhutianqi2006/ur3_simulink_ros2_ibvs_mpc,https://github.com/zhutianqi2006/ur3_simulink_ros2_ibvs_mpc,,772,False,2023-09-28T11:15:53Z,2024-06-20T07:13:43Z,MATLAB,4,[],https://api.github.com/repos/zhutianqi2006/ur3_simulink_ros2_ibvs_mpc/branches{/branch},https://api.github.com/repos/zhutianqi2006/ur3_simulink_ros2_ibvs_mpc/collaborators{/collaborator},yes,no
ros-typescript-generator,Greenroom-Robotics/ros-typescript-generator,https://github.com/Greenroom-Robotics/ros-typescript-generator,A CLI for generating typescript interfaces and enums from ros messages and services.,830,False,2021-08-10T00:47:34Z,2024-06-01T20:01:56Z,TypeScript,9,"['rcl', 'robotics', 'ros', 'ros2', 'typescript']",https://api.github.com/repos/Greenroom-Robotics/ros-typescript-generator/branches{/branch},https://api.github.com/repos/Greenroom-Robotics/ros-typescript-generator/collaborators{/collaborator},yes,no
andino,Ekumen-OS/andino,https://github.com/Ekumen-OS/andino,Open-source diff drive robot ROS 2 compatible,9954,False,2022-11-10T20:14:49Z,2024-06-23T11:05:51Z,C++,38,"['differential-drive-robot', 'gazebo', 'gazebo-ros', 'gazebosim', 'humble', 'robotics', 'ros', 'ros2', 'ros2-control', 'urdf']",https://api.github.com/repos/Ekumen-OS/andino/branches{/branch},https://api.github.com/repos/Ekumen-OS/andino/collaborators{/collaborator},yes,yes
ROS2_pick_and_place_UR5,JuoTungChen/ROS2_pick_and_place_UR5,https://github.com/JuoTungChen/ROS2_pick_and_place_UR5,"This repository contains ROS2 packages for controlling a UR5 robot with a Robotiq gripper, facilitating precise pick and place operations using MoveIt and providing a comprehensive toolkit for ROS2-based UR5 manipulation.",21896,False,2023-05-15T18:42:32Z,2024-06-19T02:27:55Z,C++,2,"['actionlib', 'moveit2', 'pickandplace', 'robotiq', 'robotiq-2f-85-gripper', 'robotiq-gripper', 'ros2', 'ros2-galactic', 'ur5-robot', 'urdf-descriptions']",https://api.github.com/repos/JuoTungChen/ROS2_pick_and_place_UR5/branches{/branch},https://api.github.com/repos/JuoTungChen/ROS2_pick_and_place_UR5/collaborators{/collaborator},yes,yes
UR5e_Vision_Assemble,zitongbai/UR5e_Vision_Assemble,https://github.com/zitongbai/UR5e_Vision_Assemble,Use ROS2 and Gazebo to simulate 2 UR5 assembling objects. ,1894,False,2023-10-27T08:58:14Z,2024-07-02T15:43:28Z,C++,3,[],https://api.github.com/repos/zitongbai/UR5e_Vision_Assemble/branches{/branch},https://api.github.com/repos/zitongbai/UR5e_Vision_Assemble/collaborators{/collaborator},yes,yes
RMCS,Alliance-Algorithm/RMCS,https://github.com/Alliance-Algorithm/RMCS,RoboMaster Control System based on ROS2.,10008,False,2023-10-23T05:58:37Z,2024-07-01T15:45:02Z,C++,3,[],https://api.github.com/repos/Alliance-Algorithm/RMCS/branches{/branch},https://api.github.com/repos/Alliance-Algorithm/RMCS/collaborators{/collaborator},yes,no
ecat_control_ws,veysiadn/ecat_control_ws,https://github.com/veysiadn/ecat_control_ws,ROS2 & EtherCAT based Control Framework,14107,False,2021-12-09T03:52:38Z,2024-06-04T11:49:22Z,C++,2,[],https://api.github.com/repos/veysiadn/ecat_control_ws/branches{/branch},https://api.github.com/repos/veysiadn/ecat_control_ws/collaborators{/collaborator},yes,no
pcl_example,GitRepJo/pcl_example,https://github.com/GitRepJo/pcl_example,A template ROS2 C++ node to test a PCL Pointcloud2 processing,900,False,2022-06-27T06:30:31Z,2024-07-04T12:04:37Z,Python,4,[],https://api.github.com/repos/GitRepJo/pcl_example/branches{/branch},https://api.github.com/repos/GitRepJo/pcl_example/collaborators{/collaborator},yes,yes
ros2_full_sensor_suite,NMBURobotics/ros2_full_sensor_suite,https://github.com/NMBURobotics/ros2_full_sensor_suite,,9115,False,2021-08-02T11:07:48Z,2024-04-13T21:34:35Z,C++,5,[],https://api.github.com/repos/NMBURobotics/ros2_full_sensor_suite/branches{/branch},https://api.github.com/repos/NMBURobotics/ros2_full_sensor_suite/collaborators{/collaborator},yes,yes
node-red-ros2-plugin,ramp-eu/node-red-ros2-plugin,https://github.com/ramp-eu/node-red-ros2-plugin,,185,False,2021-03-15T11:48:02Z,2024-03-12T21:33:42Z,Dockerfile,11,[],https://api.github.com/repos/ramp-eu/node-red-ros2-plugin/branches{/branch},https://api.github.com/repos/ramp-eu/node-red-ros2-plugin/collaborators{/collaborator},yes,no
ROS-Manual,DGIST-ARTIV/ROS-Manual,https://github.com/DGIST-ARTIV/ROS-Manual,*ROS 입문자를 위한 실무 마스터 코스*,7724,False,2020-07-20T07:34:19Z,2024-06-20T07:28:59Z,C++,5,"['manual', 'ros1', 'ros2']",https://api.github.com/repos/DGIST-ARTIV/ROS-Manual/branches{/branch},https://api.github.com/repos/DGIST-ARTIV/ROS-Manual/collaborators{/collaborator},yes,no
ros2_v4l2_camera,ZhenshengLee/ros2_v4l2_camera,https://github.com/ZhenshengLee/ros2_v4l2_camera,ros2_v4l2_camera with shm_msg based zero-copy and more!,284,False,2022-05-23T07:04:20Z,2024-03-29T02:41:35Z,Jupyter Notebook,3,"['camera', 'ros2', 'v4l2', 'zero-copy']",https://api.github.com/repos/ZhenshengLee/ros2_v4l2_camera/branches{/branch},https://api.github.com/repos/ZhenshengLee/ros2_v4l2_camera/collaborators{/collaborator},yes,yes
ros2_custom_msg,malapatiravi/ros2_custom_msg,https://github.com/malapatiravi/ros2_custom_msg,ROS2 Foxy custom MSG,233,False,2020-06-21T00:45:15Z,2024-05-04T12:58:12Z,Python,3,[],https://api.github.com/repos/malapatiravi/ros2_custom_msg/branches{/branch},https://api.github.com/repos/malapatiravi/ros2_custom_msg/collaborators{/collaborator},yes,no
ros2_examples,ROBOTIS-move/ros2_examples,https://github.com/ROBOTIS-move/ros2_examples,ROS 2 example packages,178,False,2019-08-13T01:19:00Z,2023-05-19T16:35:18Z,C++,2,[],https://api.github.com/repos/ROBOTIS-move/ros2_examples/branches{/branch},https://api.github.com/repos/ROBOTIS-move/ros2_examples/collaborators{/collaborator},yes,yes
RoboCup2022RVRL_Demo,RoboCup-RSVRL/RoboCup2022RVRL_Demo,https://github.com/RoboCup-RSVRL/RoboCup2022RVRL_Demo,Rescue Virtual Robot Project with ROS2 Packages,10156,False,2021-11-26T17:06:58Z,2024-06-21T14:34:02Z,Python,3,"['explorations', 'gazebo-ros', 'gazebo-simulator', 'multi-robot-systems', 'navigation', 'pioneer3at-robot', 'rescue-robot', 'robotics', 'ros2-foxy', 'ubuntu2004', 'virtual-robots']",https://api.github.com/repos/RoboCup-RSVRL/RoboCup2022RVRL_Demo/branches{/branch},https://api.github.com/repos/RoboCup-RSVRL/RoboCup2022RVRL_Demo/collaborators{/collaborator},yes,yes
isaac_ros_apriltag,NVIDIA-ISAAC-ROS/isaac_ros_apriltag,https://github.com/NVIDIA-ISAAC-ROS/isaac_ros_apriltag,NVIDIA-accelerated Apriltag detection and pose estimation.,1247,False,2021-10-18T22:10:35Z,2024-06-26T09:20:12Z,C++,17,"['apriltag', 'fiducial-marker', 'gpu', 'jetson', 'nvidia', 'ros', 'ros2', 'ros2-humble']",https://api.github.com/repos/NVIDIA-ISAAC-ROS/isaac_ros_apriltag/branches{/branch},https://api.github.com/repos/NVIDIA-ISAAC-ROS/isaac_ros_apriltag/collaborators{/collaborator},yes,yes
navigator,Nova-UTD/navigator,https://github.com/Nova-UTD/navigator,"Navigator, our self-driving vehicle software stack",759855,False,2021-03-06T22:44:31Z,2024-06-01T16:04:38Z,C,10,"['autonomous-driving', 'autonomous-vehicles', 'robotics', 'ros', 'ros2', 'self-driving']",https://api.github.com/repos/Nova-UTD/navigator/branches{/branch},https://api.github.com/repos/Nova-UTD/navigator/collaborators{/collaborator},yes,no
Fast-DDS-monitor,eProsima/Fast-DDS-monitor,https://github.com/eProsima/Fast-DDS-monitor,eProsima Fast DDS Monitor is a graphical desktop application aimed at monitoring DDS environments deployed using the eProsima Fast DDS library. Looking for commercial support? Contact info@eprosima.com,16135,False,2021-03-08T06:38:45Z,2024-06-29T03:34:48Z,C++,10,"['dds', 'fastdds', 'monitor', 'monitoring', 'ros2', 'ros2-galactic']",https://api.github.com/repos/eProsima/Fast-DDS-monitor/branches{/branch},https://api.github.com/repos/eProsima/Fast-DDS-monitor/collaborators{/collaborator},yes,no
gcamp-ros2-seminar,Road-Balance/gcamp-ros2-seminar,https://github.com/Road-Balance/gcamp-ros2-seminar,,7649,False,2021-09-30T16:00:30Z,2023-06-15T06:05:47Z,C++,3,[],https://api.github.com/repos/Road-Balance/gcamp-ros2-seminar/branches{/branch},https://api.github.com/repos/Road-Balance/gcamp-ros2-seminar/collaborators{/collaborator},yes,no
py_trees_ros_viewer,splintered-reality/py_trees_ros_viewer,https://github.com/splintered-reality/py_trees_ros_viewer,A Qt-Js hybrid application for visualisation of executing or log-replayed behaviour trees in a ROS2 ecosystem.,36484,False,2019-08-09T19:59:30Z,2024-06-03T01:23:15Z,Python,7,"['behaviour-trees', 'js', 'py-trees', 'qt', 'ros2']",https://api.github.com/repos/splintered-reality/py_trees_ros_viewer/branches{/branch},https://api.github.com/repos/splintered-reality/py_trees_ros_viewer/collaborators{/collaborator},yes,no
swd_ros2_controllers,ezWheelSAS/swd_ros2_controllers,https://github.com/ezWheelSAS/swd_ros2_controllers,ROS2 nodes to control motors powered by the ez-Wheel Safety Wheel Drive (SWD®) technology.,171,False,2022-04-28T09:20:01Z,2024-01-26T18:01:21Z,C++,3,[],https://api.github.com/repos/ezWheelSAS/swd_ros2_controllers/branches{/branch},https://api.github.com/repos/ezWheelSAS/swd_ros2_controllers/collaborators{/collaborator},yes,yes
autonomous_mobile_robot,jdgalviss/autonomous_mobile_robot,https://github.com/jdgalviss/autonomous_mobile_robot,"Implementation of an autonomous mobile robot with semantic segmentation, object detection, motion planning and control systems",190034,False,2020-07-05T18:15:21Z,2024-06-26T12:17:29Z,Jupyter Notebook,20,"['docker-container', 'dolly', 'dwa', 'planning', 'pytorch', 'ros', 'ros2', 'segmentation', 'semantic']",https://api.github.com/repos/jdgalviss/autonomous_mobile_robot/branches{/branch},https://api.github.com/repos/jdgalviss/autonomous_mobile_robot/collaborators{/collaborator},yes,no
px4_ros2_xrcedds,ViniciusAbrao/px4_ros2_xrcedds,https://github.com/ViniciusAbrao/px4_ros2_xrcedds,,70995,False,2023-02-12T17:02:40Z,2024-07-05T05:55:24Z,Jinja,2,[],https://api.github.com/repos/ViniciusAbrao/px4_ros2_xrcedds/branches{/branch},https://api.github.com/repos/ViniciusAbrao/px4_ros2_xrcedds/collaborators{/collaborator},yes,yes
pcpl,davidcutting/pcpl,https://github.com/davidcutting/pcpl,A PointCloud Pipeline for ground based robots,173,False,2021-05-03T22:41:32Z,2024-05-06T02:49:18Z,C++,3,"['pcl', 'ros2']",https://api.github.com/repos/davidcutting/pcpl/branches{/branch},https://api.github.com/repos/davidcutting/pcpl/collaborators{/collaborator},yes,yes
